Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
1741, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 78, 71, 76, 85
1742, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 78, 71, 76, 85
1743, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 86, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 78, 71, 76, 85
1744, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 86, 86, 70, 78, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 78, 71, 76, 85
1745, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 78, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1746, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 78, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1747, 86, 82, 83, 88, 81, 87, 82, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 78, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1748, 86, 82, 83, 88, 81, 87, 82, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 79, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 82, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1749, 86, 82, 83, 88, 81, 87, 83, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 79, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1750, 86, 82, 83, 88, 81, 87, 83, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 79, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1751, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 79, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 77, 75, 83, 79, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1752, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 79, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 77, 75, 83, 80, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1753, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 80, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 77, 75, 83, 80, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1754, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 80, 86, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1755, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 80, 87, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1756, 86, 82, 83, 88, 82, 88, 84, 78, 65, 83, 81, 68, 83, 70, 81, 91, 85, 68, 86, 86, 70, 80, 87, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 85, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1757, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 87, 81, 77, 72, 77, 84, 78, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1758, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 81, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 71, 76, 85
1759, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 85
1760, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 74, 75, 81, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1761, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 75, 83, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1762, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1763, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1764, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1765, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1766, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1767, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1768, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1769, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 77, 81, 73, 79, 73, 76, 86
1770, 86, 82, 83, 88, 82, 88, 84, 78, 66, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 73, 76, 86
1771, 86, 82, 83, 88, 82, 88, 84, 78, 67, 83, 81, 68, 83, 70, 81, 91, 85, 69, 86, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 73, 76, 86
1772, 86, 82, 83, 88, 82, 88, 84, 78, 67, 83, 81, 68, 83, 70, 81, 91, 85, 69, 87, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 73, 76, 86
1773, 86, 82, 83, 88, 82, 88, 84, 78, 67, 83, 81, 68, 83, 70, 81, 91, 85, 69, 87, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 70, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 73, 76, 86
1774, 86, 82, 83, 88, 82, 88, 84, 78, 67, 83, 81, 68, 83, 70, 81, 91, 85, 69, 87, 86, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 74, 76, 86
1775, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 70, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 74, 76, 86
1776, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 76, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 74, 76, 86
1777, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 74, 76, 86
1778, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 73, 79, 74, 76, 86
1779, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 82, 81, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 74, 79, 74, 76, 86
1780, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 78, 85, 83, 81, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 74, 76, 86
1781, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1782, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 84, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1783, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 71, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1784, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 72, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1785, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 72, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1786, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 82, 77, 72, 78, 84, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1787, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 84, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 75, 76, 86
1788, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1789, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1790, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1791, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1792, 86, 82, 83, 88, 82, 88, 84, 79, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1793, 86, 82, 83, 88, 82, 88, 84, 80, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1794, 86, 82, 83, 88, 82, 88, 84, 80, 67, 83, 81, 68, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 77, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 82, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 76, 76, 86
1795, 86, 82, 84, 88, 82, 88, 84, 80, 67, 83, 81, 69, 83, 70, 81, 91, 85, 71, 87, 87, 70, 80, 88, 83, 78, 72, 78, 85, 79, 85, 83, 82, 73, 87, 86, 81, 82, 79, 75, 77, 83, 83, 89, 87, 86, 79, 70, 85, 83, 82, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 76, 83, 85, 78, 78, 75, 83, 81, 84, 80, 73, 85, 82, 78, 81, 75, 79, 77, 76, 86
